A	71.037112
B	114.042926
C	103.009184
D	115.026942
E	129.042591
F	147.068410
G	57.021463
H	137.058909
I	113.084060
J	113.084060
K	128.094958
L	113.084060
M	131.040482
N	114.042926
O	114.079309
P	97.052761
Q	128.058575
R	156.101106
S	87.032027
T	101.047676
U	173.032421
V	99.068410
W	186.079309
X	113.084060
Y	163.063325
Z	128.058575
